epoch,accuracy,loss,val_accuracy,val_loss
0,0.10165975242853165,2.8337814807891846,0.09375,2.8642337322235107
1,0.1041666641831398,2.7436935901641846,0.1071428582072258,2.795487880706787
2,0.10786290466785431,2.74094557762146,0.1071428582072258,2.7422664165496826
3,0.06707317382097244,2.8433737754821777,0.1071428582072258,2.7079241275787354
4,0.10477178543806076,2.694298028945923,0.1160714253783226,2.680684804916382
5,0.1145833358168602,2.6263556480407715,0.1116071417927742,2.6991279125213623
6,0.12136929482221603,2.597797155380249,0.1205357164144516,2.637619733810425
7,0.09375,2.6125128269195557,0.1294642835855484,2.6027028560638428
8,0.1151452288031578,2.5740373134613037,0.125,2.5602996349334717
9,0.1302083283662796,2.547452926635742,0.125,2.558983325958252
10,0.13407258689403534,2.4743475914001465,0.1294642835855484,2.4926302433013916
11,0.14024390280246735,2.464261770248413,0.1517857164144516,2.464919328689575
12,0.14107884466648102,2.461575508117676,0.1473214328289032,2.413890838623047
13,0.15625,2.3912460803985596,0.1383928507566452,2.4347140789031982
14,0.15145228803157806,2.401695966720581,0.15625,2.3688204288482666
15,0.1770833283662796,2.3639183044433594,0.1517857164144516,2.3968613147735596
16,0.16229838132858276,2.3453667163848877,0.15625,2.3536858558654785
17,0.2073170691728592,2.3384850025177,0.1517857164144516,2.3260574340820312
18,0.1825726181268692,2.2911951541900635,0.1919642835855484,2.2781989574432373
19,0.2083333283662796,2.3073835372924805,0.1785714328289032,2.3004167079925537
20,0.2022821605205536,2.2530856132507324,0.1830357164144516,2.263108730316162
21,0.2395833283662796,2.149054527282715,0.1919642835855484,2.2372536659240723
22,0.2197580635547638,2.1747961044311523,0.2053571492433548,2.2132198810577393
23,0.27439025044441223,2.0613908767700195,0.2008928507566452,2.201260566711426
24,0.2064315378665924,2.1541693210601807,0.2098214328289032,2.168598175048828
25,0.25,2.0802571773529053,0.2276785671710968,2.1519603729248047
26,0.26244813203811646,2.1059048175811768,0.25,2.0964014530181885
27,0.265625,2.089806318283081,0.2410714328289032,2.106786012649536
28,0.26008063554763794,2.071582078933716,0.25,2.08280873298645
29,0.3048780560493469,2.041187047958374,0.2633928656578064,2.062500238418579
30,0.2691532373428345,2.0088820457458496,0.2991071343421936,2.011843204498291
31,0.25,2.032806396484375,0.3080357015132904,1.998941421508789
32,0.30186721682548523,1.9912350177764893,0.3214285671710968,1.9585144519805908
